transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method
T08933,C0297,P022,4,117.81,471.24,2025-06-11,Online,Credit Card
T08934,C0320,P029,5,89.71,448.55,2025-06-12,Online,Apple Pay
T08935,C0569,P020,4,431.54,1726.16,2025-12-31,In-Store,Apple Pay
T08936,C0483,P026,4,188.24,752.96,2025-04-21,In-Store,Credit Card
T08937,C0471,P014,1,50.91,50.91,2025-08-04,Online,Apple Pay
T08938,C0395,P022,4,117.81,471.24,2025-12-05,In-Store,Apple Pay
T08939,C0013,P008,1,326.69,326.69,2026-03-08,In-Store,Apple Pay
T08940,C0986,P020,2,431.54,863.08,2025-10-27,Online,Cash
T08941,C0873,P020,2,431.54,863.08,2025-01-12,Online,Debit Card
T08942,C0807,P009,5,114.12,570.6,2024-12-31,Online,Credit Card
T08943,C0595,P001,2,321.52,643.04,2025-08-14,In-Store,Cash
T08944,C0169,P005,4,213.85,855.4,2025-12-17,In-Store,Apple Pay
T08945,C0137,P026,4,188.24,752.96,2024-12-04,In-Store,Debit Card
T08946,C0614,P017,2,270.43,540.86,2024-10-27,Online,Credit Card
T08947,C0929,P009,3,114.12,342.36,2026-05-14,In-Store,Cash
T08948,C0859,P001,4,321.52,1286.08,2025-07-24,Online,Credit Card
T08949,C0922,P014,4,50.91,203.64,2025-10-24,In-Store,Apple Pay
T08950,C0034,P008,3,326.69,980.07,2024-09-23,In-Store,Debit Card
T08951,C0097,P006,2,113.23,226.46,2026-05-05,Online,PayPal
T08952,C0670,P004,3,446.63,1339.89,2025-02-14,Online,PayPal
T08953,C0534,P021,3,353.76,1061.28,2025-06-10,Online,Credit Card
T08954,C0990,P014,5,50.91,254.55,2025-03-17,In-Store,Apple Pay
T08955,C0360,P010,1,405.67,405.67,2025-01-31,Online,PayPal
T08956,C0186,P007,1,18.14,18.14,2025-03-29,Online,Apple Pay
T08957,C0768,P008,2,326.69,653.38,2025-09-02,In-Store,Cash
T08958,C0699,P019,1,415.56,415.56,2025-01-03,In-Store,Credit Card
T08959,C0315,P012,5,173.42,867.1,2025-05-13,Online,Apple Pay
T08960,C0259,P008,5,326.69,1633.45,2024-12-02,Online,Credit Card
T08961,C0706,P015,4,424.51,1698.04,2025-08-28,In-Store,Cash
T08962,C0359,P026,3,188.24,564.72,2025-07-30,In-Store,Cash
T08963,C0955,P004,3,446.63,1339.89,2024-06-27,Online,Credit Card
T08964,C0638,P006,2,113.23,226.46,2024-11-05,In-Store,Cash
T08965,C0773,P009,2,114.12,228.24,2025-11-06,Online,Debit Card
T08966,C0782,P026,4,188.24,752.96,2026-03-30,Online,Apple Pay
T08967,C0345,P021,5,353.76,1768.8,2026-05-06,In-Store,Debit Card
T08968,C0501,P016,4,404.53,1618.12,2024-11-17,In-Store,Apple Pay
T08969,C0533,P023,4,44.5,178.0,2026-01-02,In-Store,Apple Pay
T08970,C0375,P021,5,353.76,1768.8,2025-03-10,Online,PayPal
T08971,C0808,P014,5,50.91,254.55,2025-07-25,In-Store,Credit Card
T08972,C0214,P004,3,446.63,1339.89,2024-10-10,Online,Apple Pay
T08973,C0264,P001,5,321.52,1607.6,2025-01-06,Online,Cash
T08974,C0355,P010,2,405.67,811.34,2024-09-16,Online,Cash
T08975,C0669,P010,5,405.67,2028.35,2026-05-17,In-Store,Debit Card
T08976,C0443,P008,4,326.69,1306.76,2025-12-02,Online,Debit Card
T08977,C0206,P013,5,478.82,2394.1,2025-11-22,Online,Apple Pay
T08978,C0870,P021,4,353.76,1415.04,2024-11-10,Online,PayPal
T08979,C0887,P020,1,431.54,431.54,2025-07-25,Online,Credit Card
T08980,C0077,P010,1,405.67,405.67,2025-04-09,Online,Cash
T08981,C0109,P023,3,44.5,133.5,2026-03-31,In-Store,Cash
T08982,C0991,P014,1,50.91,50.91,2025-10-18,In-Store,PayPal
T08983,C0188,P024,2,55.0,110.0,2025-03-04,In-Store,PayPal
T08984,C0512,P026,5,188.24,941.2,2025-07-30,Online,Credit Card
T08985,C0268,P029,5,89.71,448.55,2024-12-30,Online,Credit Card
T08986,C0003,P014,5,50.91,254.55,2025-11-10,In-Store,Credit Card
T08987,C0820,P010,4,405.67,1622.68,2025-06-07,In-Store,Apple Pay
T08988,C0721,P026,5,188.24,941.2,2025-10-23,Online,PayPal
T08989,C0860,P027,5,137.15,685.75,2024-10-03,Online,PayPal
T08990,C0928,P012,4,173.42,693.68,2025-07-03,Online,Cash
T08991,C0678,P022,1,117.81,117.81,2026-05-26,In-Store,Apple Pay
T08992,C0628,P013,5,478.82,2394.1,2025-12-26,In-Store,Apple Pay
T08993,C0683,P012,2,173.42,346.84,2025-09-11,In-Store,Apple Pay
T08994,C0186,P030,1,85.88,85.88,2025-06-05,In-Store,Credit Card
T08995,C0047,P024,2,55.0,110.0,2024-08-04,Online,Apple Pay
T08996,C0186,P018,4,192.37,769.48,2024-09-23,In-Store,Debit Card
T08997,C0691,P004,2,446.63,893.26,2025-03-20,Online,PayPal
T08998,C0522,P004,4,446.63,1786.52,2025-07-17,In-Store,Debit Card
T08999,C0918,P017,3,270.43,811.29,2024-08-06,In-Store,Cash
T09000,C0481,P015,1,424.51,424.51,2026-02-19,In-Store,PayPal
T09001,C0937,P028,4,325.78,1303.12,2024-11-10,Online,Debit Card
T09002,C0787,P017,4,270.43,1081.72,2025-10-04,In-Store,Credit Card
T09003,C0122,P010,1,405.67,405.67,2024-11-18,In-Store,PayPal
T09004,C0695,P020,5,431.54,2157.7,2024-11-15,Online,Apple Pay
T09005,C0693,P008,4,326.69,1306.76,2025-12-18,Online,Debit Card
T09006,C0748,P015,4,424.51,1698.04,2025-02-16,Online,Cash
T09007,C0435,P018,5,192.37,961.85,2026-03-22,In-Store,Apple Pay
T09008,C0521,P003,5,369.55,1847.75,2024-08-16,In-Store,Credit Card
T09009,C0036,P010,5,405.67,2028.35,2024-09-08,In-Store,Cash
T09010,C0486,P021,2,353.76,707.52,2025-08-03,In-Store,Cash
T09011,C0388,P007,4,18.14,72.56,2025-05-18,In-Store,Debit Card
T09012,C0972,P022,2,117.81,235.62,2025-04-09,In-Store,PayPal
T09013,C0279,P009,4,114.12,456.48,2024-10-31,Online,Debit Card
T09014,C0392,P005,2,213.85,427.7,2026-01-24,Online,Apple Pay
T09015,C0406,P004,4,446.63,1786.52,2025-01-14,In-Store,PayPal
T09016,C0609,P021,4,353.76,1415.04,2025-05-10,In-Store,PayPal
T09017,C0531,P010,4,405.67,1622.68,2024-10-19,In-Store,Apple Pay
T09018,C0634,P029,3,89.71,269.13,2024-11-23,In-Store,Apple Pay
T09019,C0763,P009,1,114.12,114.12,2025-01-20,In-Store,PayPal
T09020,C0863,P028,2,325.78,651.56,2026-03-28,In-Store,Apple Pay
T09021,C0929,P020,3,431.54,1294.62,2024-09-16,In-Store,Credit Card
T09022,C0735,P014,2,50.91,101.82,2025-08-06,In-Store,Credit Card
T09023,C0794,P030,3,85.88,257.64,2026-01-09,Online,Apple Pay
T09024,C0508,P010,2,405.67,811.34,2024-08-18,Online,Cash
T09025,C0743,P026,3,188.24,564.72,2026-04-05,In-Store,PayPal
T09026,C0900,P008,2,326.69,653.38,2024-12-02,In-Store,PayPal
T09027,C0899,P012,1,173.42,173.42,2024-10-20,Online,Apple Pay
T09028,C0825,P012,3,173.42,520.26,2025-08-21,In-Store,Cash
T09029,C0888,P023,1,44.5,44.5,2025-10-04,In-Store,Cash
T09030,C0008,P010,3,405.67,1217.01,2026-02-10,Online,Cash
T09031,C0222,P027,2,137.15,274.3,2025-06-26,In-Store,Apple Pay
T09032,C0595,P012,2,173.42,346.84,2025-05-20,Online,Cash
T09033,C0124,P011,2,403.88,807.76,2026-01-28,In-Store,Cash
T09034,C0389,P010,3,405.67,1217.01,2025-06-23,Online,PayPal
T09035,C0831,P021,1,353.76,353.76,2025-02-06,In-Store,Debit Card
T09036,C0470,P006,2,113.23,226.46,2025-02-16,Online,PayPal
T09037,C0090,P005,3,213.85,641.55,2024-10-30,Online,Apple Pay
T09038,C0224,P006,2,113.23,226.46,2024-08-18,In-Store,Credit Card
T09039,C0322,P020,1,431.54,431.54,2025-07-28,Online,Debit Card
T09040,C0418,P010,3,405.67,1217.01,2026-06-07,Online,Cash
T09041,C0463,P002,5,141.14,705.7,2026-04-15,In-Store,Debit Card
T09042,C0207,P027,3,137.15,411.45,2025-05-23,In-Store,Apple Pay
T09043,C0288,P021,4,353.76,1415.04,2024-06-21,In-Store,Apple Pay
T09044,C0885,P002,4,141.14,564.56,2025-11-16,Online,Debit Card
T09045,C0224,P021,2,353.76,707.52,2025-04-02,In-Store,Debit Card
T09046,C0842,P007,5,18.14,90.7,2025-02-24,In-Store,PayPal
T09047,C0115,P020,3,431.54,1294.62,2025-05-04,Online,Credit Card
T09048,C0726,P010,5,405.67,2028.35,2025-03-28,In-Store,Credit Card
T09049,C0055,P001,1,321.52,321.52,2025-06-24,Online,Debit Card
T09050,C0644,P001,4,321.52,1286.08,2024-12-10,In-Store,Credit Card
T09051,C0495,P007,5,18.14,90.7,2025-12-04,Online,Cash
T09052,C0336,P029,1,89.71,89.71,2026-05-05,In-Store,PayPal
T09053,C0531,P026,3,188.24,564.72,2025-02-15,In-Store,Apple Pay
T09054,C0580,P014,4,50.91,203.64,2025-11-10,Online,Cash
T09055,C0202,P011,2,403.88,807.76,2025-07-19,Online,Apple Pay
T09056,C0090,P008,3,326.69,980.07,2026-05-23,In-Store,Debit Card
T09057,C0911,P016,3,404.53,1213.59,2024-09-22,In-Store,PayPal
T09058,C0277,P009,4,114.12,456.48,2026-04-14,Online,PayPal
T09059,C0024,P020,3,431.54,1294.62,2026-03-13,Online,Apple Pay
T09060,C0033,P019,2,415.56,831.12,2024-10-16,In-Store,Credit Card
T09061,C0744,P025,4,319.66,1278.64,2024-11-04,In-Store,PayPal
T09062,C0444,P007,4,18.14,72.56,2026-06-10,Online,Apple Pay
T09063,C0088,P002,5,141.14,705.7,2025-07-23,Online,Debit Card
T09064,C0615,P017,2,270.43,540.86,2025-05-13,Online,Apple Pay
T09065,C0945,P022,1,117.81,117.81,2024-11-30,Online,Cash
T09066,C0113,P010,2,405.67,811.34,2025-04-19,Online,Apple Pay
T09067,C0473,P022,3,117.81,353.43,2024-12-07,In-Store,Cash
T09068,C0661,P022,5,117.81,589.05,2026-01-18,In-Store,Credit Card
T09069,C0717,P021,2,353.76,707.52,2025-06-23,Online,Apple Pay
T09070,C0422,P030,5,85.88,429.4,2024-08-17,In-Store,Credit Card
T09071,C0343,P026,5,188.24,941.2,2026-01-06,Online,Apple Pay
T09072,C0593,P018,1,192.37,192.37,2024-12-08,Online,Apple Pay
T09073,C0866,P003,3,369.55,1108.65,2026-03-22,Online,Credit Card
T09074,C0839,P022,4,117.81,471.24,2025-07-07,In-Store,Credit Card
T09075,C0508,P008,1,326.69,326.69,2025-10-07,In-Store,Cash
T09076,C0210,P014,5,50.91,254.55,2025-03-03,In-Store,Apple Pay
T09077,C0544,P016,3,404.53,1213.59,2025-01-07,Online,Credit Card
T09078,C0234,P029,3,89.71,269.13,2025-06-06,In-Store,Apple Pay
T09079,C0219,P011,4,403.88,1615.52,2025-04-20,In-Store,PayPal
T09080,C0707,P017,1,270.43,270.43,2025-04-30,In-Store,PayPal
T09081,C0636,P006,2,113.23,226.46,2026-02-10,In-Store,Debit Card
T09082,C0527,P004,1,446.63,446.63,2024-12-07,Online,Debit Card
T09083,C0121,P016,4,404.53,1618.12,2025-07-14,Online,Apple Pay
T09084,C0823,P029,3,89.71,269.13,2025-07-15,Online,Credit Card
T09085,C0439,P006,4,113.23,452.92,2025-11-23,In-Store,Cash
T09086,C0515,P018,3,192.37,577.11,2024-12-15,In-Store,PayPal
T09087,C0911,P019,1,415.56,415.56,2025-08-30,In-Store,Cash
T09088,C0221,P011,1,403.88,403.88,2024-11-12,Online,Debit Card
T09089,C0996,P016,1,404.53,404.53,2024-06-22,In-Store,PayPal
T09090,C0447,P013,1,478.82,478.82,2026-03-09,In-Store,Debit Card
T09091,C0434,P026,5,188.24,941.2,2025-06-13,Online,Credit Card
T09092,C0762,P010,3,405.67,1217.01,2025-10-01,Online,Debit Card
T09093,C0854,P023,1,44.5,44.5,2026-03-24,Online,Cash
T09094,C0971,P006,5,113.23,566.15,2024-10-26,In-Store,Apple Pay
T09095,C0201,P014,2,50.91,101.82,2025-12-22,Online,Cash
T09096,C0843,P024,2,55.0,110.0,2025-03-24,Online,PayPal
T09097,C0871,P018,4,192.37,769.48,2026-03-12,In-Store,PayPal
T09098,C0993,P007,1,18.14,18.14,2025-10-29,Online,Credit Card
T09099,C0451,P002,5,141.14,705.7,2024-07-27,Online,PayPal
T09100,C0282,P025,1,319.66,319.66,2024-07-11,Online,Apple Pay
T09101,C0214,P003,2,369.55,739.1,2026-01-31,Online,Credit Card
T09102,C0150,P007,5,18.14,90.7,2025-05-18,In-Store,Debit Card
T09103,C0096,P019,5,415.56,2077.8,2025-09-08,In-Store,Credit Card
T09104,C0023,P006,3,113.23,339.69,2025-03-27,Online,Debit Card
T09105,C0081,P013,5,478.82,2394.1,2026-01-02,Online,Credit Card
T09106,C0777,P008,4,326.69,1306.76,2024-10-01,Online,Credit Card
T09107,C0309,P027,5,137.15,685.75,2025-07-12,Online,Credit Card
T09108,C0581,P011,2,403.88,807.76,2025-08-13,Online,PayPal
T09109,C0305,P002,5,141.14,705.7,2026-04-27,In-Store,Apple Pay
T09110,C0223,P010,5,405.67,2028.35,2025-11-22,In-Store,Apple Pay
T09111,C0775,P021,4,353.76,1415.04,2024-10-19,In-Store,Debit Card
T09112,C0601,P011,5,403.88,2019.4,2025-10-24,Online,PayPal
T09113,C0851,P017,3,270.43,811.29,2024-10-16,In-Store,Debit Card
T09114,C0539,P016,1,404.53,404.53,2026-05-14,In-Store,Credit Card
T09115,C0549,P002,2,141.14,282.28,2024-08-02,In-Store,Debit Card
T09116,C0881,P006,2,113.23,226.46,2024-09-04,Online,Apple Pay
T09117,C0955,P013,3,478.82,1436.46,2025-05-21,Online,Cash
T09118,C0364,P014,1,50.91,50.91,2024-11-16,In-Store,Debit Card
T09119,C0892,P026,3,188.24,564.72,2025-11-16,In-Store,Apple Pay
T09120,C0703,P005,4,213.85,855.4,2025-04-21,Online,PayPal
T09121,C0927,P005,3,213.85,641.55,2024-11-29,Online,Debit Card
T09122,C0055,P009,5,114.12,570.6,2025-10-03,Online,Cash
T09123,C0434,P010,5,405.67,2028.35,2024-07-28,In-Store,PayPal
T09124,C0269,P001,5,321.52,1607.6,2025-02-24,In-Store,Apple Pay
T09125,C0106,P004,3,446.63,1339.89,2025-11-24,Online,PayPal
T09126,C0525,P006,5,113.23,566.15,2025-10-15,In-Store,Cash
T09127,C0758,P003,1,369.55,369.55,2025-11-12,In-Store,Credit Card
T09128,C0523,P002,5,141.14,705.7,2025-12-28,Online,PayPal
T09129,C0296,P030,4,85.88,343.52,2025-02-23,In-Store,Credit Card
T09130,C0244,P002,3,141.14,423.42,2026-01-07,Online,Apple Pay
T09131,C0956,P025,4,319.66,1278.64,2025-12-23,In-Store,PayPal
T09132,C0803,P029,3,89.71,269.13,2025-04-18,Online,PayPal
T09133,C0882,P020,3,431.54,1294.62,2025-06-03,Online,Credit Card
T09134,C0520,P028,2,325.78,651.56,2024-08-08,Online,Apple Pay
T09135,C0450,P030,3,85.88,257.64,2025-01-04,In-Store,Apple Pay
T09136,C0787,P009,4,114.12,456.48,2024-09-18,In-Store,Apple Pay
T09137,C0279,P015,3,424.51,1273.53,2025-04-01,Online,PayPal
T09138,C0291,P004,1,446.63,446.63,2025-10-10,Online,Debit Card
T09139,C0527,P017,4,270.43,1081.72,2025-09-12,Online,PayPal
T09140,C0755,P024,5,55.0,275.0,2026-05-06,Online,Apple Pay
T09141,C0611,P004,4,446.63,1786.52,2024-07-14,Online,Credit Card
T09142,C0506,P024,1,55.0,55.0,2025-10-27,In-Store,PayPal
T09143,C0915,P017,3,270.43,811.29,2026-05-03,In-Store,Cash
T09144,C0853,P004,3,446.63,1339.89,2024-07-22,In-Store,Apple Pay
T09145,C0918,P025,3,319.66,958.98,2026-04-03,Online,Apple Pay
T09146,C0437,P017,2,270.43,540.86,2025-05-07,Online,Cash
T09147,C0350,P009,4,114.12,456.48,2026-05-22,In-Store,Credit Card
T09148,C0158,P028,3,325.78,977.34,2025-11-25,In-Store,Cash
T09149,C0227,P030,3,85.88,257.64,2025-06-01,Online,Debit Card
T09150,C0796,P008,4,326.69,1306.76,2026-03-23,In-Store,Apple Pay
T09151,C0270,P022,5,117.81,589.05,2025-01-20,Online,Apple Pay
T09152,C0309,P027,1,137.15,137.15,2025-08-28,Online,Debit Card
T09153,C0503,P015,2,424.51,849.02,2024-10-28,In-Store,Apple Pay
T09154,C0370,P022,2,117.81,235.62,2025-02-24,Online,PayPal
T09155,C0837,P005,3,213.85,641.55,2024-10-10,Online,Debit Card
T09156,C0283,P027,1,137.15,137.15,2026-02-20,In-Store,Credit Card
T09157,C0058,P009,3,114.12,342.36,2026-04-18,In-Store,PayPal
T09158,C0345,P026,5,188.24,941.2,2025-04-17,Online,PayPal
T09159,C0362,P016,3,404.53,1213.59,2025-02-18,In-Store,PayPal
T09160,C0946,P025,4,319.66,1278.64,2026-01-26,Online,Credit Card
T09161,C0435,P014,5,50.91,254.55,2026-03-24,Online,Debit Card
T09162,C0382,P007,4,18.14,72.56,2026-03-01,In-Store,Apple Pay
T09163,C0522,P025,1,319.66,319.66,2025-08-09,In-Store,Credit Card
T09164,C0309,P001,5,321.52,1607.6,2025-01-08,Online,Credit Card
T09165,C0515,P026,4,188.24,752.96,2026-04-10,Online,PayPal
T09166,C0206,P002,1,141.14,141.14,2024-08-15,In-Store,Credit Card
T09167,C0380,P025,3,319.66,958.98,2025-01-21,In-Store,Cash
T09168,C0329,P001,2,321.52,643.04,2024-07-24,Online,Cash
T09169,C0468,P019,5,415.56,2077.8,2026-03-24,Online,Debit Card
T09170,C0401,P003,5,369.55,1847.75,2026-06-11,In-Store,Credit Card
T09171,C0798,P022,5,117.81,589.05,2024-06-21,Online,Credit Card
T09172,C0685,P015,4,424.51,1698.04,2025-04-24,Online,Cash
T09173,C0590,P022,5,117.81,589.05,2026-05-01,In-Store,Credit Card
T09174,C0091,P012,1,173.42,173.42,2025-03-05,In-Store,PayPal
T09175,C0810,P015,5,424.51,2122.55,2024-06-27,Online,Cash
T09176,C0081,P003,1,369.55,369.55,2025-07-23,Online,PayPal
T09177,C0862,P003,2,369.55,739.1,2024-11-28,Online,Credit Card
T09178,C0166,P029,4,89.71,358.84,2026-04-23,In-Store,Credit Card
T09179,C0034,P009,5,114.12,570.6,2025-06-09,Online,Debit Card
T09180,C0725,P003,2,369.55,739.1,2024-09-24,In-Store,Debit Card
T09181,C0512,P006,5,113.23,566.15,2024-07-20,Online,Debit Card
T09182,C0932,P030,1,85.88,85.88,2025-03-23,Online,Cash
T09183,C0574,P011,4,403.88,1615.52,2025-04-18,Online,Credit Card
T09184,C0574,P027,5,137.15,685.75,2024-08-05,Online,Cash
T09185,C0305,P001,3,321.52,964.56,2025-09-28,In-Store,Cash
T09186,C0102,P008,4,326.69,1306.76,2024-06-20,In-Store,Apple Pay
T09187,C0414,P019,2,415.56,831.12,2024-12-11,In-Store,Debit Card
T09188,C0757,P011,1,403.88,403.88,2025-12-04,Online,PayPal
T09189,C0525,P015,1,424.51,424.51,2024-09-09,Online,PayPal
T09190,C0191,P009,4,114.12,456.48,2025-08-25,In-Store,PayPal
T09191,C0493,P023,3,44.5,133.5,2024-06-19,Online,Apple Pay
T09192,C0315,P010,3,405.67,1217.01,2025-06-02,Online,PayPal
T09193,C0475,P023,5,44.5,222.5,2024-07-25,Online,Debit Card
T09194,C0780,P004,4,446.63,1786.52,2025-11-04,In-Store,Apple Pay
T09195,C0246,P007,4,18.14,72.56,2025-10-22,In-Store,Cash
T09196,C0096,P030,5,85.88,429.4,2024-09-06,In-Store,Apple Pay
T09197,C0845,P024,3,55.0,165.0,2026-02-07,In-Store,Cash
T09198,C0581,P026,2,188.24,376.48,2025-12-28,In-Store,Apple Pay
T09199,C0540,P026,4,188.24,752.96,2024-12-26,Online,PayPal
T09200,C0955,P017,3,270.43,811.29,2026-04-16,In-Store,Cash
T09201,C0223,P009,5,114.12,570.6,2026-02-15,In-Store,Debit Card
T09202,C0095,P025,3,319.66,958.98,2024-07-17,In-Store,Apple Pay
T09203,C0414,P027,3,137.15,411.45,2025-07-13,Online,Debit Card
T09204,C0630,P022,3,117.81,353.43,2026-01-30,Online,Debit Card
T09205,C0642,P008,4,326.69,1306.76,2026-02-11,Online,Cash
T09206,C0962,P011,5,403.88,2019.4,2024-11-30,In-Store,PayPal
T09207,C0785,P027,5,137.15,685.75,2024-12-10,In-Store,Apple Pay
T09208,C0429,P009,5,114.12,570.6,2026-04-07,Online,Credit Card
T09209,C0678,P016,5,404.53,2022.65,2025-09-02,Online,Debit Card
T09210,C0591,P012,2,173.42,346.84,2026-02-01,Online,Debit Card
T09211,C0273,P002,4,141.14,564.56,2024-12-04,In-Store,Debit Card
T09212,C0191,P001,1,321.52,321.52,2024-09-22,Online,Apple Pay
T09213,C0213,P014,2,50.91,101.82,2024-09-22,In-Store,Cash
T09214,C0793,P002,3,141.14,423.42,2025-11-18,Online,Apple Pay
T09215,C0692,P010,1,405.67,405.67,2026-03-27,Online,Cash
T09216,C0424,P003,4,369.55,1478.2,2024-08-21,In-Store,Cash
T09217,C0987,P029,3,89.71,269.13,2025-09-15,In-Store,Cash
T09218,C0251,P007,1,18.14,18.14,2026-04-16,In-Store,PayPal
T09219,C0336,P023,5,44.5,222.5,2025-05-05,In-Store,PayPal
T09220,C0692,P027,4,137.15,548.6,2024-08-21,In-Store,PayPal
T09221,C0846,P012,4,173.42,693.68,2025-12-17,In-Store,Cash
T09222,C0694,P019,1,415.56,415.56,2025-11-16,Online,PayPal
T09223,C0346,P022,1,117.81,117.81,2026-01-05,Online,Apple Pay
T09224,C0653,P006,4,113.23,452.92,2024-07-23,In-Store,PayPal
T09225,C0655,P023,3,44.5,133.5,2025-10-24,In-Store,Debit Card
T09226,C0992,P023,4,44.5,178.0,2024-08-24,Online,Debit Card
T09227,C0479,P001,1,321.52,321.52,2026-03-21,In-Store,Apple Pay
T09228,C0110,P018,3,192.37,577.11,2026-02-06,In-Store,PayPal
T09229,C0198,P030,3,85.88,257.64,2024-11-18,In-Store,Debit Card
T09230,C0044,P030,1,85.88,85.88,2026-01-07,In-Store,Debit Card
T09231,C0090,P010,5,405.67,2028.35,2025-06-17,In-Store,Apple Pay
T09232,C0257,P013,4,478.82,1915.28,2025-04-26,Online,PayPal
T09233,C0141,P002,1,141.14,141.14,2025-03-25,Online,PayPal
T09234,C0085,P021,5,353.76,1768.8,2025-03-20,Online,Cash
T09235,C0995,P009,5,114.12,570.6,2024-09-17,In-Store,Credit Card
T09236,C0824,P011,3,403.88,1211.64,2025-02-04,In-Store,PayPal
T09237,C0643,P021,1,353.76,353.76,2025-08-31,Online,Debit Card
T09238,C0325,P010,5,405.67,2028.35,2025-10-10,In-Store,Credit Card
T09239,C0557,P029,1,89.71,89.71,2025-06-21,In-Store,Debit Card
T09240,C0935,P015,2,424.51,849.02,2025-12-11,Online,Cash
T09241,C0513,P007,4,18.14,72.56,2025-10-13,In-Store,Apple Pay
T09242,C0728,P014,2,50.91,101.82,2026-02-24,Online,Apple Pay
T09243,C0688,P012,5,173.42,867.1,2025-11-04,Online,PayPal
T09244,C0132,P019,2,415.56,831.12,2025-10-04,Online,Cash
T09245,C0099,P028,1,325.78,325.78,2026-01-08,In-Store,Credit Card
T09246,C0943,P020,5,431.54,2157.7,2024-06-25,Online,Apple Pay
T09247,C0045,P010,1,405.67,405.67,2025-09-03,In-Store,Debit Card
T09248,C0130,P024,5,55.0,275.0,2025-09-20,Online,Cash
T09249,C0274,P019,3,415.56,1246.68,2024-11-29,In-Store,PayPal
T09250,C0595,P012,4,173.42,693.68,2026-05-08,In-Store,Cash
T09251,C0613,P007,1,18.14,18.14,2026-04-06,In-Store,Debit Card
T09252,C0485,P006,1,113.23,113.23,2025-01-28,Online,PayPal
T09253,C0632,P014,5,50.91,254.55,2025-07-05,In-Store,Credit Card
T09254,C0981,P003,1,369.55,369.55,2025-01-27,In-Store,Debit Card
T09255,C0325,P011,5,403.88,2019.4,2026-05-11,Online,Credit Card
T09256,C0320,P014,1,50.91,50.91,2025-07-12,In-Store,Apple Pay
T09257,C0750,P029,3,89.71,269.13,2026-04-04,Online,Debit Card
T09258,C0042,P024,4,55.0,220.0,2026-03-23,Online,Credit Card
T09259,C0610,P012,2,173.42,346.84,2025-09-15,Online,Credit Card
T09260,C0412,P008,5,326.69,1633.45,2026-04-25,In-Store,PayPal
T09261,C0348,P023,2,44.5,89.0,2026-05-21,In-Store,Credit Card
T09262,C0290,P008,4,326.69,1306.76,2024-10-17,Online,Debit Card
T09263,C0045,P019,3,415.56,1246.68,2024-07-09,Online,Credit Card
T09264,C0625,P003,2,369.55,739.1,2026-01-12,In-Store,PayPal
T09265,C0255,P015,1,424.51,424.51,2025-12-22,Online,Apple Pay
T09266,C0436,P025,4,319.66,1278.64,2024-08-31,In-Store,Apple Pay
T09267,C0877,P012,1,173.42,173.42,2025-11-07,Online,Debit Card
T09268,C0207,P013,4,478.82,1915.28,2026-01-27,Online,Apple Pay
T09269,C0992,P017,3,270.43,811.29,2025-09-13,In-Store,Cash
T09270,C0023,P017,4,270.43,1081.72,2026-06-11,Online,PayPal
T09271,C0465,P008,3,326.69,980.07,2025-10-24,In-Store,PayPal
T09272,C0154,P009,4,114.12,456.48,2025-07-06,In-Store,Debit Card
T09273,C0916,P019,1,415.56,415.56,2025-05-20,Online,Apple Pay
T09274,C0645,P006,4,113.23,452.92,2026-01-16,Online,Debit Card
T09275,C0466,P006,3,113.23,339.69,2025-06-23,Online,Credit Card
T09276,C0008,P026,3,188.24,564.72,2026-03-19,In-Store,Cash
T09277,C0500,P003,1,369.55,369.55,2026-01-15,In-Store,Cash
T09278,C0003,P007,3,18.14,54.42,2024-07-20,In-Store,Credit Card
T09279,C0792,P007,1,18.14,18.14,2025-09-02,Online,Credit Card
T09280,C0715,P013,5,478.82,2394.1,2025-10-22,Online,Apple Pay
T09281,C0465,P029,5,89.71,448.55,2025-01-22,Online,Debit Card
T09282,C0996,P012,2,173.42,346.84,2025-06-30,In-Store,Debit Card
T09283,C0589,P014,2,50.91,101.82,2024-11-10,Online,Credit Card
T09284,C0645,P005,3,213.85,641.55,2026-02-15,In-Store,Cash
T09285,C0289,P009,5,114.12,570.6,2024-08-25,In-Store,Credit Card
T09286,C0892,P015,4,424.51,1698.04,2025-12-30,In-Store,Apple Pay
T09287,C0838,P027,1,137.15,137.15,2025-01-18,In-Store,Cash
T09288,C0304,P004,2,446.63,893.26,2026-05-09,Online,Credit Card
T09289,C0724,P010,5,405.67,2028.35,2024-11-24,Online,Credit Card
T09290,C0152,P001,3,321.52,964.56,2026-03-22,Online,Apple Pay
T09291,C0700,P005,3,213.85,641.55,2025-02-14,In-Store,Cash
T09292,C0803,P016,3,404.53,1213.59,2026-05-30,In-Store,Credit Card
T09293,C0588,P001,1,321.52,321.52,2024-10-23,Online,Credit Card
T09294,C0312,P002,1,141.14,141.14,2025-11-12,Online,PayPal
T09295,C0728,P008,3,326.69,980.07,2026-02-03,Online,PayPal
T09296,C0101,P009,1,114.12,114.12,2026-04-27,Online,Debit Card
T09297,C0292,P027,4,137.15,548.6,2024-08-04,In-Store,Debit Card
T09298,C0230,P009,4,114.12,456.48,2025-12-02,Online,Debit Card
T09299,C0007,P003,3,369.55,1108.65,2024-12-03,In-Store,PayPal
