transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method,year,month,month_name,day_of_week,cost_price,profit,profit_margin
T08472,C0071,P024,2,55.0,110.0,2025-08-11,Online,Cash,2025,8,August,Monday,26.59,56.82,51.65
T08473,C0786,P010,5,405.67,2028.35,2025-12-27,In-Store,Debit Card,2025,12,December,Saturday,163.06,1213.05,59.8
T08474,C0914,P019,4,415.56,1662.24,2025-01-24,In-Store,Cash,2025,1,January,Friday,243.33,688.92,41.45
T08475,C0426,P026,1,188.24,188.24,2026-03-14,Online,Apple Pay,2026,3,March,Saturday,87.13,101.11,53.71
T08476,C0245,P017,3,270.43,811.29,2025-06-04,Online,Credit Card,2025,6,June,Wednesday,187.12,249.93,30.81
T08477,C0787,P012,1,173.42,173.42,2024-11-27,Online,Credit Card,2024,11,November,Wednesday,77.46,95.96,55.33
T08478,C0792,P007,2,18.14,36.28,2025-06-11,Online,Debit Card,2025,6,June,Wednesday,8.34,19.6,54.02
T08479,C0515,P011,1,403.88,403.88,2026-05-30,Online,Credit Card,2026,5,May,Saturday,246.14,157.74,39.06
T08480,C0095,P011,3,403.88,1211.64,2024-12-29,In-Store,Cash,2024,12,December,Sunday,246.14,473.22,39.06
T08481,C0036,P025,2,319.66,639.32,2025-04-07,Online,Cash,2025,4,April,Monday,162.85,313.62,49.06
T08482,C0559,P022,5,117.81,589.05,2024-07-13,Online,Cash,2024,7,July,Saturday,57.35,302.3,51.32
T08483,C0389,P008,4,326.69,1306.76,2025-08-06,In-Store,PayPal,2025,8,August,Wednesday,184.08,570.44,43.65
T08484,C0162,P003,2,369.55,739.1,2025-04-27,Online,Cash,2025,4,April,Sunday,222.84,293.42,39.7
T08485,C0111,P020,5,431.54,2157.7,2025-03-01,Online,Cash,2025,3,March,Saturday,247.36,920.9,42.68
T08486,C0158,P001,1,321.52,321.52,2025-01-27,Online,Debit Card,2025,1,January,Monday,131.02,190.5,59.25
T08487,C0329,P019,4,415.56,1662.24,2026-02-23,Online,Credit Card,2026,2,February,Monday,243.33,688.92,41.45
T08488,C0453,P021,2,353.76,707.52,2025-02-21,Online,Apple Pay,2025,2,February,Friday,146.37,414.78,58.62
T08489,C0903,P015,4,424.51,1698.04,2025-05-26,In-Store,Credit Card,2025,5,May,Monday,246.69,711.28,41.89
T08490,C0308,P020,1,431.54,431.54,2026-02-19,In-Store,Credit Card,2026,2,February,Thursday,247.36,184.18,42.68
T08491,C0012,P008,2,326.69,653.38,2025-04-25,Online,Cash,2025,4,April,Friday,184.08,285.22,43.65
T08492,C0118,P001,5,321.52,1607.6,2026-03-23,In-Store,PayPal,2026,3,March,Monday,131.02,952.5,59.25
T08493,C0037,P022,3,117.81,353.43,2024-07-21,Online,Credit Card,2024,7,July,Sunday,57.35,181.38,51.32
T08494,C0245,P003,2,369.55,739.1,2025-01-25,Online,Credit Card,2025,1,January,Saturday,222.84,293.42,39.7
T08495,C0782,P015,2,424.51,849.02,2025-09-22,In-Store,PayPal,2025,9,September,Monday,246.69,355.64,41.89
T08496,C0607,P001,3,321.52,964.56,2026-02-06,In-Store,Credit Card,2026,2,February,Friday,131.02,571.5,59.25
T08497,C0982,P007,4,18.14,72.56,2025-01-26,Online,PayPal,2025,1,January,Sunday,8.34,39.2,54.02
T08498,C0916,P027,5,137.15,685.75,2025-06-22,In-Store,Apple Pay,2025,6,June,Sunday,93.4,218.75,31.9
T08499,C0354,P011,1,403.88,403.88,2025-11-06,In-Store,Apple Pay,2025,11,November,Thursday,246.14,157.74,39.06
T08500,C0356,P009,2,114.12,228.24,2025-08-07,In-Store,Apple Pay,2025,8,August,Thursday,65.82,96.6,42.32
T08501,C0156,P016,2,404.53,809.06,2025-10-31,Online,Apple Pay,2025,10,October,Friday,250.37,308.32,38.11
T08502,C0775,P024,2,55.0,110.0,2025-03-18,Online,Apple Pay,2025,3,March,Tuesday,26.59,56.82,51.65
T08503,C0027,P002,2,141.14,282.28,2026-02-10,In-Store,Cash,2026,2,February,Tuesday,65.91,150.46,53.3
T08504,C0746,P027,1,137.15,137.15,2025-07-05,Online,Credit Card,2025,7,July,Saturday,93.4,43.75,31.9
T08505,C0324,P029,4,89.71,358.84,2026-05-24,Online,Debit Card,2026,5,May,Sunday,55.51,136.8,38.12
T08506,C0778,P022,5,117.81,589.05,2025-09-09,In-Store,Debit Card,2025,9,September,Tuesday,57.35,302.3,51.32
T08507,C0062,P005,4,213.85,855.4,2025-11-06,In-Store,Apple Pay,2025,11,November,Thursday,87.45,505.6,59.11
T08508,C0024,P026,1,188.24,188.24,2025-10-30,In-Store,Cash,2025,10,October,Thursday,87.13,101.11,53.71
T08509,C0623,P013,3,478.82,1436.46,2026-04-08,In-Store,Cash,2026,4,April,Wednesday,239.88,716.82,49.9
T08510,C0884,P029,4,89.71,358.84,2025-04-20,In-Store,Cash,2025,4,April,Sunday,55.51,136.8,38.12
T08511,C0252,P020,2,431.54,863.08,2025-05-07,Online,Debit Card,2025,5,May,Wednesday,247.36,368.36,42.68
T08512,C0707,P021,4,353.76,1415.04,2025-09-19,Online,Credit Card,2025,9,September,Friday,146.37,829.56,58.62
T08513,C0505,P017,1,270.43,270.43,2024-07-12,In-Store,Cash,2024,7,July,Friday,187.12,83.31,30.81
T08514,C0839,P009,1,114.12,114.12,2025-07-09,Online,Cash,2025,7,July,Wednesday,65.82,48.3,42.32
T08515,C0508,P029,1,89.71,89.71,2025-11-02,In-Store,Credit Card,2025,11,November,Sunday,55.51,34.2,38.12
T08516,C0573,P023,4,44.5,178.0,2024-12-11,Online,Debit Card,2024,12,December,Wednesday,20.91,94.36,53.01
T08517,C0187,P010,2,405.67,811.34,2026-01-04,In-Store,Debit Card,2026,1,January,Sunday,163.06,485.22,59.8
T08518,C0865,P001,1,321.52,321.52,2025-05-15,In-Store,PayPal,2025,5,May,Thursday,131.02,190.5,59.25
T08519,C0911,P005,5,213.85,1069.25,2026-02-01,In-Store,PayPal,2026,2,February,Sunday,87.45,632.0,59.11
T08520,C0293,P014,5,50.91,254.55,2024-07-28,Online,Cash,2024,7,July,Sunday,21.84,145.35,57.1
T08521,C0897,P012,2,173.42,346.84,2025-10-10,Online,Apple Pay,2025,10,October,Friday,77.46,191.92,55.33
T08522,C0344,P020,5,431.54,2157.7,2025-02-21,Online,Cash,2025,2,February,Friday,247.36,920.9,42.68
T08523,C0505,P017,2,270.43,540.86,2025-12-28,Online,Cash,2025,12,December,Sunday,187.12,166.62,30.81
T08524,C0872,P009,3,114.12,342.36,2025-07-03,Online,PayPal,2025,7,July,Thursday,65.82,144.9,42.32
T08525,C0564,P026,3,188.24,564.72,2025-09-13,In-Store,PayPal,2025,9,September,Saturday,87.13,303.33,53.71
T08526,C0324,P030,1,85.88,85.88,2025-06-20,Online,Cash,2025,6,June,Friday,44.13,41.75,48.61
T08527,C0788,P024,1,55.0,55.0,2026-02-26,In-Store,Credit Card,2026,2,February,Thursday,26.59,28.41,51.65
T08528,C0987,P015,2,424.51,849.02,2025-11-11,In-Store,Cash,2025,11,November,Tuesday,246.69,355.64,41.89
T08529,C0883,P012,2,173.42,346.84,2025-06-18,Online,Apple Pay,2025,6,June,Wednesday,77.46,191.92,55.33
T08530,C0508,P009,5,114.12,570.6,2025-04-04,Online,Cash,2025,4,April,Friday,65.82,241.5,42.32
T08531,C0728,P002,4,141.14,564.56,2025-11-08,Online,Apple Pay,2025,11,November,Saturday,65.91,300.92,53.3
T08532,C0900,P016,5,404.53,2022.65,2025-05-02,Online,Debit Card,2025,5,May,Friday,250.37,770.8,38.11
T08533,C0976,P004,2,446.63,893.26,2025-02-25,Online,Credit Card,2025,2,February,Tuesday,190.3,512.66,57.39
T08534,C0265,P023,2,44.5,89.0,2024-12-02,In-Store,PayPal,2024,12,December,Monday,20.91,47.18,53.01
T08535,C0450,P008,3,326.69,980.07,2025-07-25,In-Store,Apple Pay,2025,7,July,Friday,184.08,427.83,43.65
T08536,C0432,P012,3,173.42,520.26,2024-07-12,In-Store,Apple Pay,2024,7,July,Friday,77.46,287.88,55.33
T08537,C0967,P004,3,446.63,1339.89,2024-10-15,Online,Apple Pay,2024,10,October,Tuesday,190.3,768.99,57.39
T08538,C0237,P012,4,173.42,693.68,2026-04-26,Online,Debit Card,2026,4,April,Sunday,77.46,383.84,55.33
T08539,C0040,P011,4,403.88,1615.52,2025-11-03,Online,Credit Card,2025,11,November,Monday,246.14,630.96,39.06
T08540,C0469,P030,3,85.88,257.64,2026-04-09,In-Store,Debit Card,2026,4,April,Thursday,44.13,125.25,48.61
T08541,C0589,P014,4,50.91,203.64,2026-03-06,In-Store,Apple Pay,2026,3,March,Friday,21.84,116.28,57.1
T08542,C0039,P024,1,55.0,55.0,2025-07-14,In-Store,PayPal,2025,7,July,Monday,26.59,28.41,51.65
T08543,C0526,P013,3,478.82,1436.46,2026-02-03,Online,Cash,2026,2,February,Tuesday,239.88,716.82,49.9
T08544,C0106,P016,1,404.53,404.53,2025-11-25,In-Store,PayPal,2025,11,November,Tuesday,250.37,154.16,38.11
T08545,C0819,P006,1,113.23,113.23,2025-09-11,In-Store,Apple Pay,2025,9,September,Thursday,62.46,50.77,44.84
T08546,C0183,P006,5,113.23,566.15,2025-10-20,Online,PayPal,2025,10,October,Monday,62.46,253.85,44.84
T08547,C0729,P016,2,404.53,809.06,2025-07-27,In-Store,Credit Card,2025,7,July,Sunday,250.37,308.32,38.11
T08548,C0075,P010,4,405.67,1622.68,2025-08-13,In-Store,Credit Card,2025,8,August,Wednesday,163.06,970.44,59.8
T08549,C0105,P027,3,137.15,411.45,2026-04-06,In-Store,Credit Card,2026,4,April,Monday,93.4,131.25,31.9
T08550,C0881,P030,2,85.88,171.76,2025-03-18,In-Store,Credit Card,2025,3,March,Tuesday,44.13,83.5,48.61
T08551,C0092,P009,5,114.12,570.6,2025-05-25,Online,Apple Pay,2025,5,May,Sunday,65.82,241.5,42.32
T08552,C0767,P014,1,50.91,50.91,2026-03-06,In-Store,PayPal,2026,3,March,Friday,21.84,29.07,57.1
T08553,C0348,P024,3,55.0,165.0,2026-03-23,In-Store,PayPal,2026,3,March,Monday,26.59,85.23,51.65
T08554,C0932,P019,3,415.56,1246.68,2025-08-05,Online,Apple Pay,2025,8,August,Tuesday,243.33,516.69,41.45
T08555,C0513,P016,2,404.53,809.06,2025-06-23,In-Store,Cash,2025,6,June,Monday,250.37,308.32,38.11
T08556,C0772,P029,3,89.71,269.13,2025-07-15,Online,Apple Pay,2025,7,July,Tuesday,55.51,102.6,38.12
T08557,C0463,P022,1,117.81,117.81,2026-03-07,In-Store,Credit Card,2026,3,March,Saturday,57.35,60.46,51.32
T08558,C0204,P008,3,326.69,980.07,2025-05-18,In-Store,PayPal,2025,5,May,Sunday,184.08,427.83,43.65
T08559,C0288,P005,3,213.85,641.55,2025-04-27,In-Store,Apple Pay,2025,4,April,Sunday,87.45,379.2,59.11
T08560,C0807,P005,4,213.85,855.4,2025-10-01,Online,Credit Card,2025,10,October,Wednesday,87.45,505.6,59.11
T08561,C0237,P002,1,141.14,141.14,2025-03-07,Online,Credit Card,2025,3,March,Friday,65.91,75.23,53.3
T08562,C0616,P015,4,424.51,1698.04,2024-12-27,Online,Debit Card,2024,12,December,Friday,246.69,711.28,41.89
T08563,C0509,P008,2,326.69,653.38,2026-01-21,Online,Cash,2026,1,January,Wednesday,184.08,285.22,43.65
T08564,C0386,P012,5,173.42,867.1,2025-08-09,In-Store,PayPal,2025,8,August,Saturday,77.46,479.8,55.33
T08565,C0704,P005,2,213.85,427.7,2025-09-25,Online,Apple Pay,2025,9,September,Thursday,87.45,252.8,59.11
T08566,C0762,P028,2,325.78,651.56,2024-07-15,In-Store,Cash,2024,7,July,Monday,189.84,271.88,41.73
T08567,C0238,P026,5,188.24,941.2,2026-03-14,In-Store,Credit Card,2026,3,March,Saturday,87.13,505.55,53.71
T08568,C0965,P009,5,114.12,570.6,2025-05-10,In-Store,Apple Pay,2025,5,May,Saturday,65.82,241.5,42.32
T08569,C0022,P026,5,188.24,941.2,2025-05-23,Online,PayPal,2025,5,May,Friday,87.13,505.55,53.71
T08570,C0031,P023,5,44.5,222.5,2024-11-13,Online,Apple Pay,2024,11,November,Wednesday,20.91,117.95,53.01
T08571,C0700,P018,3,192.37,577.11,2025-06-15,Online,Cash,2025,6,June,Sunday,108.81,250.68,43.44
T08572,C0117,P026,1,188.24,188.24,2026-06-11,Online,Apple Pay,2026,6,June,Thursday,87.13,101.11,53.71
T08573,C0823,P024,3,55.0,165.0,2025-11-11,Online,Debit Card,2025,11,November,Tuesday,26.59,85.23,51.65
T08574,C0282,P003,5,369.55,1847.75,2025-11-29,In-Store,Cash,2025,11,November,Saturday,222.84,733.55,39.7
T08575,C0279,P001,2,321.52,643.04,2025-04-12,In-Store,Apple Pay,2025,4,April,Saturday,131.02,381.0,59.25
T08576,C0035,P009,1,114.12,114.12,2025-04-17,In-Store,Debit Card,2025,4,April,Thursday,65.82,48.3,42.32
T08577,C0830,P019,4,415.56,1662.24,2024-07-19,In-Store,Cash,2024,7,July,Friday,243.33,688.92,41.45
T08578,C0344,P012,1,173.42,173.42,2025-12-14,In-Store,Debit Card,2025,12,December,Sunday,77.46,95.96,55.33
T08579,C0609,P014,3,50.91,152.73,2025-03-30,In-Store,PayPal,2025,3,March,Sunday,21.84,87.21,57.1
T08580,C0628,P025,4,319.66,1278.64,2025-11-18,In-Store,Cash,2025,11,November,Tuesday,162.85,627.24,49.06
T08581,C0338,P021,3,353.76,1061.28,2025-08-10,Online,Credit Card,2025,8,August,Sunday,146.37,622.17,58.62
T08582,C0760,P010,4,405.67,1622.68,2024-08-21,In-Store,Apple Pay,2024,8,August,Wednesday,163.06,970.44,59.8
T08583,C0134,P023,4,44.5,178.0,2026-04-23,In-Store,Debit Card,2026,4,April,Thursday,20.91,94.36,53.01
T08584,C0513,P003,1,369.55,369.55,2024-07-27,Online,Credit Card,2024,7,July,Saturday,222.84,146.71,39.7
T08585,C0425,P014,1,50.91,50.91,2025-09-22,In-Store,Debit Card,2025,9,September,Monday,21.84,29.07,57.1
T08586,C0278,P009,3,114.12,342.36,2024-07-02,In-Store,Cash,2024,7,July,Tuesday,65.82,144.9,42.32
T08587,C0679,P029,3,89.71,269.13,2026-02-25,In-Store,Cash,2026,2,February,Wednesday,55.51,102.6,38.12
T08588,C0189,P015,2,424.51,849.02,2025-09-07,In-Store,Credit Card,2025,9,September,Sunday,246.69,355.64,41.89
T08589,C0836,P004,4,446.63,1786.52,2025-12-08,Online,Cash,2025,12,December,Monday,190.3,1025.32,57.39
T08590,C0234,P010,2,405.67,811.34,2025-11-02,In-Store,PayPal,2025,11,November,Sunday,163.06,485.22,59.8
T08591,C0932,P018,5,192.37,961.85,2025-03-18,In-Store,Credit Card,2025,3,March,Tuesday,108.81,417.8,43.44
T08592,C0704,P025,1,319.66,319.66,2025-06-20,Online,Credit Card,2025,6,June,Friday,162.85,156.81,49.06
T08593,C0456,P007,1,18.14,18.14,2025-10-19,In-Store,Cash,2025,10,October,Sunday,8.34,9.8,54.02
T08594,C0990,P009,1,114.12,114.12,2026-01-20,Online,Cash,2026,1,January,Tuesday,65.82,48.3,42.32
T08595,C0291,P023,3,44.5,133.5,2025-06-28,In-Store,Apple Pay,2025,6,June,Saturday,20.91,70.77,53.01
T08596,C0975,P027,1,137.15,137.15,2025-10-04,Online,Credit Card,2025,10,October,Saturday,93.4,43.75,31.9
T08597,C0877,P010,3,405.67,1217.01,2024-06-29,In-Store,Cash,2024,6,June,Saturday,163.06,727.83,59.8
T08598,C0289,P011,1,403.88,403.88,2025-02-17,In-Store,Debit Card,2025,2,February,Monday,246.14,157.74,39.06
T08599,C0641,P006,2,113.23,226.46,2024-09-08,In-Store,PayPal,2024,9,September,Sunday,62.46,101.54,44.84
T08600,C0793,P004,2,446.63,893.26,2024-08-31,Online,Debit Card,2024,8,August,Saturday,190.3,512.66,57.39
T08601,C0495,P030,2,85.88,171.76,2026-04-14,In-Store,PayPal,2026,4,April,Tuesday,44.13,83.5,48.61
T08602,C0881,P020,4,431.54,1726.16,2025-07-08,In-Store,Cash,2025,7,July,Tuesday,247.36,736.72,42.68
T08603,C0569,P024,1,55.0,55.0,2024-10-04,Online,Credit Card,2024,10,October,Friday,26.59,28.41,51.65
T08604,C0941,P003,2,369.55,739.1,2024-12-18,In-Store,PayPal,2024,12,December,Wednesday,222.84,293.42,39.7
T08605,C0388,P016,3,404.53,1213.59,2024-09-05,In-Store,Apple Pay,2024,9,September,Thursday,250.37,462.48,38.11
T08606,C0099,P016,1,404.53,404.53,2024-08-28,In-Store,Cash,2024,8,August,Wednesday,250.37,154.16,38.11
T08607,C0574,P027,2,137.15,274.3,2024-10-27,Online,Cash,2024,10,October,Sunday,93.4,87.5,31.9
T08608,C0887,P012,4,173.42,693.68,2026-05-05,Online,Cash,2026,5,May,Tuesday,77.46,383.84,55.33
T08609,C0810,P014,5,50.91,254.55,2025-04-29,In-Store,Credit Card,2025,4,April,Tuesday,21.84,145.35,57.1
T08610,C0955,P001,1,321.52,321.52,2026-02-03,In-Store,Cash,2026,2,February,Tuesday,131.02,190.5,59.25
T08611,C0124,P006,1,113.23,113.23,2026-03-17,In-Store,Credit Card,2026,3,March,Tuesday,62.46,50.77,44.84
T08612,C0078,P018,3,192.37,577.11,2026-01-05,In-Store,PayPal,2026,1,January,Monday,108.81,250.68,43.44
T08613,C0261,P028,4,325.78,1303.12,2026-04-17,Online,Credit Card,2026,4,April,Friday,189.84,543.76,41.73
T08614,C0597,P027,5,137.15,685.75,2024-06-28,Online,Credit Card,2024,6,June,Friday,93.4,218.75,31.9
T08615,C0777,P008,5,326.69,1633.45,2025-11-17,In-Store,PayPal,2025,11,November,Monday,184.08,713.05,43.65
T08616,C0820,P011,3,403.88,1211.64,2026-02-03,Online,PayPal,2026,2,February,Tuesday,246.14,473.22,39.06
T08617,C0895,P014,4,50.91,203.64,2025-11-03,Online,Cash,2025,11,November,Monday,21.84,116.28,57.1
T08618,C0940,P030,5,85.88,429.4,2025-02-20,In-Store,Debit Card,2025,2,February,Thursday,44.13,208.75,48.61
T08619,C0247,P018,4,192.37,769.48,2026-01-16,In-Store,PayPal,2026,1,January,Friday,108.81,334.24,43.44
T08620,C0573,P016,4,404.53,1618.12,2025-11-12,In-Store,Credit Card,2025,11,November,Wednesday,250.37,616.64,38.11
T08621,C0058,P011,4,403.88,1615.52,2025-04-13,Online,Debit Card,2025,4,April,Sunday,246.14,630.96,39.06
T08622,C0349,P007,2,18.14,36.28,2025-01-19,Online,PayPal,2025,1,January,Sunday,8.34,19.6,54.02
T08623,C0954,P010,1,405.67,405.67,2024-09-20,Online,Credit Card,2024,9,September,Friday,163.06,242.61,59.8
T08624,C0769,P030,5,85.88,429.4,2025-12-13,Online,Cash,2025,12,December,Saturday,44.13,208.75,48.61
T08625,C0993,P007,2,18.14,36.28,2026-01-03,Online,Apple Pay,2026,1,January,Saturday,8.34,19.6,54.02
T08626,C0495,P026,5,188.24,941.2,2025-04-25,Online,Cash,2025,4,April,Friday,87.13,505.55,53.71
T08627,C0419,P017,4,270.43,1081.72,2024-09-22,In-Store,Credit Card,2024,9,September,Sunday,187.12,333.24,30.81
T08628,C0152,P019,5,415.56,2077.8,2025-04-18,In-Store,PayPal,2025,4,April,Friday,243.33,861.15,41.45
T08629,C0933,P008,2,326.69,653.38,2024-08-03,Online,Cash,2024,8,August,Saturday,184.08,285.22,43.65
T08630,C0663,P007,3,18.14,54.42,2025-09-23,In-Store,Credit Card,2025,9,September,Tuesday,8.34,29.4,54.02
T08631,C0420,P005,3,213.85,641.55,2025-07-13,In-Store,Cash,2025,7,July,Sunday,87.45,379.2,59.11
T08632,C0137,P009,1,114.12,114.12,2025-04-23,Online,Credit Card,2025,4,April,Wednesday,65.82,48.3,42.32
T08633,C0194,P025,4,319.66,1278.64,2025-06-20,Online,Cash,2025,6,June,Friday,162.85,627.24,49.06
T08634,C0864,P008,1,326.69,326.69,2025-02-03,In-Store,Credit Card,2025,2,February,Monday,184.08,142.61,43.65
T08635,C0831,P026,2,188.24,376.48,2025-11-11,In-Store,Cash,2025,11,November,Tuesday,87.13,202.22,53.71
T08636,C0796,P022,1,117.81,117.81,2025-12-03,In-Store,Apple Pay,2025,12,December,Wednesday,57.35,60.46,51.32
T08637,C0770,P016,5,404.53,2022.65,2025-04-22,Online,Debit Card,2025,4,April,Tuesday,250.37,770.8,38.11
T08638,C0038,P027,4,137.15,548.6,2024-11-28,Online,Cash,2024,11,November,Thursday,93.4,175.0,31.9
T08639,C0988,P026,5,188.24,941.2,2026-04-21,Online,PayPal,2026,4,April,Tuesday,87.13,505.55,53.71
T08640,C0517,P005,3,213.85,641.55,2024-07-17,Online,Apple Pay,2024,7,July,Wednesday,87.45,379.2,59.11
T08641,C0504,P009,3,114.12,342.36,2024-06-15,In-Store,Apple Pay,2024,6,June,Saturday,65.82,144.9,42.32
T08642,C0957,P021,2,353.76,707.52,2026-02-19,In-Store,PayPal,2026,2,February,Thursday,146.37,414.78,58.62
T08643,C0061,P024,4,55.0,220.0,2026-03-18,In-Store,PayPal,2026,3,March,Wednesday,26.59,113.64,51.65
T08644,C0832,P013,3,478.82,1436.46,2026-01-29,In-Store,PayPal,2026,1,January,Thursday,239.88,716.82,49.9
T08645,C0453,P022,2,117.81,235.62,2024-07-22,In-Store,Apple Pay,2024,7,July,Monday,57.35,120.92,51.32
T08646,C0405,P013,3,478.82,1436.46,2026-05-01,In-Store,Credit Card,2026,5,May,Friday,239.88,716.82,49.9
T08647,C0792,P030,5,85.88,429.4,2024-08-15,Online,Cash,2024,8,August,Thursday,44.13,208.75,48.61
T08648,C0106,P028,4,325.78,1303.12,2026-02-23,In-Store,Apple Pay,2026,2,February,Monday,189.84,543.76,41.73
T08649,C0489,P010,5,405.67,2028.35,2024-10-21,In-Store,Credit Card,2024,10,October,Monday,163.06,1213.05,59.8
T08650,C0880,P014,1,50.91,50.91,2025-06-09,Online,PayPal,2025,6,June,Monday,21.84,29.07,57.1
T08651,C0342,P017,2,270.43,540.86,2025-03-19,Online,Credit Card,2025,3,March,Wednesday,187.12,166.62,30.81
T08652,C0191,P016,4,404.53,1618.12,2024-11-09,Online,Apple Pay,2024,11,November,Saturday,250.37,616.64,38.11
T08653,C0627,P024,2,55.0,110.0,2024-08-09,Online,Debit Card,2024,8,August,Friday,26.59,56.82,51.65
T08654,C0129,P007,4,18.14,72.56,2025-10-08,In-Store,PayPal,2025,10,October,Wednesday,8.34,39.2,54.02
T08655,C0176,P021,3,353.76,1061.28,2025-02-19,In-Store,Debit Card,2025,2,February,Wednesday,146.37,622.17,58.62
T08656,C0248,P024,1,55.0,55.0,2025-11-07,Online,Apple Pay,2025,11,November,Friday,26.59,28.41,51.65
T08657,C0772,P029,3,89.71,269.13,2025-07-09,Online,Apple Pay,2025,7,July,Wednesday,55.51,102.6,38.12
T08658,C0233,P017,3,270.43,811.29,2024-07-12,Online,Apple Pay,2024,7,July,Friday,187.12,249.93,30.81
T08659,C0528,P016,3,404.53,1213.59,2026-01-02,Online,Debit Card,2026,1,January,Friday,250.37,462.48,38.11
T08660,C0279,P003,4,369.55,1478.2,2026-05-06,In-Store,Apple Pay,2026,5,May,Wednesday,222.84,586.84,39.7
T08661,C0377,P030,1,85.88,85.88,2024-08-03,Online,PayPal,2024,8,August,Saturday,44.13,41.75,48.61
T08662,C0726,P013,5,478.82,2394.1,2024-11-08,Online,Apple Pay,2024,11,November,Friday,239.88,1194.7,49.9
T08663,C0779,P015,5,424.51,2122.55,2025-09-23,Online,Credit Card,2025,9,September,Tuesday,246.69,889.1,41.89
T08664,C0738,P010,3,405.67,1217.01,2024-09-23,Online,Apple Pay,2024,9,September,Monday,163.06,727.83,59.8
T08665,C0741,P028,4,325.78,1303.12,2025-08-14,Online,Debit Card,2025,8,August,Thursday,189.84,543.76,41.73
T08666,C0140,P021,4,353.76,1415.04,2025-04-23,In-Store,Debit Card,2025,4,April,Wednesday,146.37,829.56,58.62
T08667,C0223,P015,3,424.51,1273.53,2025-11-07,Online,Debit Card,2025,11,November,Friday,246.69,533.46,41.89
T08668,C0546,P011,3,403.88,1211.64,2025-01-30,In-Store,Debit Card,2025,1,January,Thursday,246.14,473.22,39.06
T08669,C0792,P030,5,85.88,429.4,2024-12-17,Online,Apple Pay,2024,12,December,Tuesday,44.13,208.75,48.61
T08670,C0144,P005,2,213.85,427.7,2025-04-16,In-Store,Debit Card,2025,4,April,Wednesday,87.45,252.8,59.11
T08671,C0191,P002,3,141.14,423.42,2025-05-22,Online,Credit Card,2025,5,May,Thursday,65.91,225.69,53.3
T08672,C0037,P005,2,213.85,427.7,2025-04-06,Online,Apple Pay,2025,4,April,Sunday,87.45,252.8,59.11
T08673,C0845,P019,1,415.56,415.56,2025-09-30,Online,Cash,2025,9,September,Tuesday,243.33,172.23,41.45
T08674,C0710,P004,5,446.63,2233.15,2025-11-18,In-Store,Debit Card,2025,11,November,Tuesday,190.3,1281.65,57.39
T08675,C0671,P011,2,403.88,807.76,2025-07-22,In-Store,Credit Card,2025,7,July,Tuesday,246.14,315.48,39.06
T08676,C0210,P024,4,55.0,220.0,2026-01-30,Online,PayPal,2026,1,January,Friday,26.59,113.64,51.65
T08677,C0203,P010,2,405.67,811.34,2026-01-30,Online,Debit Card,2026,1,January,Friday,163.06,485.22,59.8
T08678,C0700,P012,1,173.42,173.42,2024-07-09,Online,Cash,2024,7,July,Tuesday,77.46,95.96,55.33
T08679,C0288,P028,3,325.78,977.34,2024-06-21,In-Store,Credit Card,2024,6,June,Friday,189.84,407.82,41.73
T08680,C0131,P010,3,405.67,1217.01,2025-01-03,In-Store,Cash,2025,1,January,Friday,163.06,727.83,59.8
T08681,C0641,P021,1,353.76,353.76,2024-12-22,In-Store,Apple Pay,2024,12,December,Sunday,146.37,207.39,58.62
T08682,C0225,P024,4,55.0,220.0,2025-06-30,Online,Cash,2025,6,June,Monday,26.59,113.64,51.65
T08683,C0537,P026,3,188.24,564.72,2026-01-31,Online,Apple Pay,2026,1,January,Saturday,87.13,303.33,53.71
T08684,C0973,P011,4,403.88,1615.52,2026-05-02,In-Store,Cash,2026,5,May,Saturday,246.14,630.96,39.06
T08685,C0017,P001,4,321.52,1286.08,2024-09-01,In-Store,PayPal,2024,9,September,Sunday,131.02,762.0,59.25
T08686,C0865,P021,3,353.76,1061.28,2024-07-05,In-Store,PayPal,2024,7,July,Friday,146.37,622.17,58.62
T08687,C0746,P007,2,18.14,36.28,2026-03-30,Online,PayPal,2026,3,March,Monday,8.34,19.6,54.02
T08688,C0502,P010,5,405.67,2028.35,2026-01-14,Online,Apple Pay,2026,1,January,Wednesday,163.06,1213.05,59.8
T08689,C0636,P028,2,325.78,651.56,2025-03-05,In-Store,PayPal,2025,3,March,Wednesday,189.84,271.88,41.73
T08690,C0031,P007,3,18.14,54.42,2025-09-26,Online,Debit Card,2025,9,September,Friday,8.34,29.4,54.02
T08691,C0645,P027,4,137.15,548.6,2025-02-01,Online,Cash,2025,2,February,Saturday,93.4,175.0,31.9
T08692,C0439,P007,5,18.14,90.7,2026-05-13,In-Store,Cash,2026,5,May,Wednesday,8.34,49.0,54.02
T08693,C0210,P016,3,404.53,1213.59,2024-11-28,Online,Cash,2024,11,November,Thursday,250.37,462.48,38.11
T08694,C0570,P025,2,319.66,639.32,2025-03-11,Online,Debit Card,2025,3,March,Tuesday,162.85,313.62,49.06
T08695,C0618,P002,4,141.14,564.56,2024-12-27,In-Store,Cash,2024,12,December,Friday,65.91,300.92,53.3
T08696,C0884,P016,2,404.53,809.06,2026-04-20,Online,Credit Card,2026,4,April,Monday,250.37,308.32,38.11
